ㅣㅆ,0,0,0,VA,*,ㅣㅆ,*,*,*,*
가,0,0,0,VA,F,가,*,*,*,*
가감어,0,0,0,VA,F,가감어,*,*,*,*
가감없,0,0,0,VA,T,가감없,*,*,*,*
가관,0,0,0,VA,T,가관,*,*,*,*
가긍,0,0,0,VA,T,가긍,*,*,*,*
가까,0,0,0,VA,F,가까,*,*,*,*
가깝,0,0,0,VA,T,가깝,*,*,*,*
가깝디가까,0,0,0,VA,F,가깝디가까,*,*,*,*
가깝디가깝,0,0,0,VA,T,가깝디가깝,*,*,*,*
가난,0,0,0,VA,T,가난,*,*,*,*
가냐프,0,0,0,VA,F,가냐프,*,*,*,*
가냘프,0,0,0,VA,F,가냘프,*,*,*,*
가녀리,0,0,0,VA,F,가녀리,*,*,*,*
가느,0,0,0,VA,F,가느,*,*,*,*
가느다,0,0,0,VA,F,가느다,*,*,*,*
가느다라,0,0,0,VA,F,가느다라,*,*,*,*
가느다랗,0,0,0,VA,T,가느다랗,*,*,*,*
가느닿,0,0,0,VA,T,가느닿,*,*,*,*
가느라,0,0,0,VA,F,가느라,*,*,*,*
가느랗,0,0,0,VA,T,가느랗,*,*,*,*
가느스레,0,0,0,VA,F,가느스레,*,*,*,*
가느스름,0,0,0,VA,T,가느스름,*,*,*,*
가늘,0,0,0,VA,T,가늘,*,*,*,*
가늘디가느,0,0,0,VA,F,가늘디가느,*,*,*,*
가늘디가늘,0,0,0,VA,T,가늘디가늘,*,*,*,*
가능,0,0,0,VA,T,가능,*,*,*,*
가능성어,0,0,0,VA,F,가능성어,*,*,*,*
가능성없,0,0,0,VA,T,가능성없,*,*,*,*
가능성이,0,0,0,VA,F,가능성이,*,*,*,*
가능성있,0,0,0,VA,T,가능성있,*,*,*,*
가닐,0,0,0,VA,T,가닐,*,*,*,*
가닥가닥,0,0,0,VA,T,가닥가닥,*,*,*,*
가당,0,0,0,VA,T,가당,*,*,*,*
가당차,0,0,0,VA,F,가당차,*,*,*,*
가당찮,0,0,0,VA,T,가당찮,*,*,*,*
가동적,0,0,0,VA,T,가동적,*,*,*,*
가득,0,0,0,VA,T,가득,*,*,*,*
가득가득,0,0,0,VA,T,가득가득,*,*,*,*
가득차,0,0,0,VA,F,가득차,*,*,*,*
가들막,0,0,0,VA,T,가들막,*,*,*,*
가들막가들막,0,0,0,VA,T,가들막가들막,*,*,*,*
가뜩,0,0,0,VA,T,가뜩,*,*,*,*
가뜩가뜩,0,0,0,VA,T,가뜩가뜩,*,*,*,*
가뜬,0,0,0,VA,T,가뜬,*,*,*,*
가랍,0,0,0,VA,T,가랍,*,*,*,*
가랑가랑,0,0,0,VA,T,가랑가랑,*,*,*,*
가량,0,0,0,VA,T,가량,*,*,*,*
가량마,0,0,0,VA,F,가량마,*,*,*,*
가량맞,0,0,0,VA,T,가량맞,*,*,*,*
가량스러,0,0,0,VA,F,가량스러,*,*,*,*
가량스럽,0,0,0,VA,T,가량스럽,*,*,*,*
가량어,0,0,0,VA,F,가량어,*,*,*,*
가량없,0,0,0,VA,T,가량없,*,*,*,*
가려,0,0,0,VA,F,가려,*,*,*,*
가련,0,0,0,VA,T,가련,*,*,*,*
가련스러,0,0,0,VA,F,가련스러,*,*,*,*
가련스럽,0,0,0,VA,T,가련스럽,*,*,*,*
가련하,0,0,0,VA,F,가련하,*,*,*,*
가렵,0,0,0,VA,T,가렵,*,*,*,*
가린,0,0,0,VA,T,가린,*,*,*,*
가린스러,0,0,0,VA,F,가린스러,*,*,*,*
가린스럽,0,0,0,VA,T,가린스럽,*,*,*,*
가마,0,0,0,VA,F,가마,*,*,*,*
가마노르께,0,0,0,VA,F,가마노르께,*,*,*,*
가마득,0,0,0,VA,T,가마득,*,*,*,*
가마무트름,0,0,0,VA,T,가마무트름,*,*,*,*
가마반지르,0,0,0,VA,F,가마반지르,*,*,*,*
가만,0,0,0,VA,T,가만,*,*,*,*
가만가만,0,0,0,VA,T,가만가만,*,*,*,*
가만이,0,0,0,VA,F,가만이,*,*,*,*
가만있,0,0,0,VA,T,가만있,*,*,*,*
가망어,0,0,0,VA,F,가망어,*,*,*,*
가망없,0,0,0,VA,T,가망없,*,*,*,*
가망이,0,0,0,VA,F,가망이,*,*,*,*
가망있,0,0,0,VA,T,가망있,*,*,*,*
가맣,0,0,0,VA,T,가맣,*,*,*,*
가며,0,0,0,VA,F,가며,*,*,*,*
가멸,0,0,0,VA,T,가멸,*,*,*,*
가무끄름,0,0,0,VA,T,가무끄름,*,*,*,*
가무대대,0,0,0,VA,F,가무대대,*,*,*,*
가무댕댕,0,0,0,VA,T,가무댕댕,*,*,*,*
가무레,0,0,0,VA,F,가무레,*,*,*,*
