가가와도요히코,0,0,0,NN,F,가가와도요히코,Preanalysis,NN,NN,가가와+도요히코,가가와/NN/1/1+도요히코/NN/1/1
가기야마히데사부로,0,0,0,NN,F,가기야마히데사부로,Preanalysis,NN,NN,가기야마+히데사부로,가기야마/NN/1/1+히데사부로/NN/1/1
가나자와쇼사부로,0,0,0,NN,F,가나자와쇼사부로,Preanalysis,NN,NN,가나자와+쇼사부로,가나자와/NN/1/1+쇼사부로/NN/1/1
가네코후미코,0,0,0,NN,F,가네코후미코,Preanalysis,NN,NN,가네코+후미코,가네코/NN/1/1+후미코/NN/1/1
가드프리놀란,0,0,0,NN,T,가드프리놀란,Preanalysis,NN,NN,가드프리+놀란,가드프리/NN/1/1+놀란/NN/1/1
가르시아로르카,0,0,0,NN,F,가르시아로르카,Preanalysis,NN,NN,가르시아+로르카,가르시아/NN/1/1+로르카/NN/1/1
가르시아모레노,0,0,0,NN,F,가르시아모레노,Preanalysis,NN,NN,가르시아+모레노,가르시아/NN/1/1+모레노/NN/1/1
가마타사토시,0,0,0,NN,F,가마타사토시,Preanalysis,NN,NN,가마타+사토시,가마타/NN/1/1+사토시/NN/1/1
가마타히로시,0,0,0,NN,F,가마타히로시,Preanalysis,NN,NN,가마타+히로시,가마타/NN/1/1+히로시/NN/1/1
가메야마이쿠오,0,0,0,NN,F,가메야마이쿠오,Preanalysis,NN,NN,가메야마+이쿠오,가메야마/NN/1/1+이쿠오/NN/1/1
가모시타이치로,0,0,0,NN,F,가모시타이치로,Preanalysis,NN,NN,가모시타+이치로,가모시타/NN/1/1+이치로/NN/1/1
가버마테,0,0,0,NN,F,가버마테,Preanalysis,NN,NN,가버+마테,가버/NN/1/1+마테/NN/1/1
가브리엘레다눈찌오,0,0,0,NN,F,가브리엘레다눈찌오,Preanalysis,NN,NN,가브리엘레+다눈찌오,가브리엘레/NN/1/1+다눈찌오/NN/1/1
가브리엘루아,0,0,0,NN,F,가브리엘루아,Preanalysis,NN,NN,가브리엘+루아,가브리엘/NN/1/1+루아/NN/1/1
가브리엘바티스투타,0,0,0,NN,F,가브리엘바티스투타,Preanalysis,NN,NN,가브리엘+바티스투타,가브리엘/NN/1/1+바티스투타/NN/1/1
