가가리나,0,0,0,NNP,인명,F,가가리나,*,*,*,*,*
가가연,0,0,0,NNP,인명,T,가가연,*,*,*,*,*
가건,0,0,0,NNP,인명,T,가건,*,*,*,*,*
가그너,0,0,0,NNP,인명,F,가그너,*,*,*,*,*
가나데,0,0,0,NNP,인명,F,가나데,*,*,*,*,*
가나지,0,0,0,NNP,인명,F,가나지,*,*,*,*,*
가나파티,0,0,0,NNP,인명,F,가나파티,*,*,*,*,*
가나하시,0,0,0,NNP,인명,F,가나하시,*,*,*,*,*
가남,0,0,0,NNP,인명,T,가남,*,*,*,*,*
가너스,0,0,0,NNP,인명,F,가너스,*,*,*,*,*
가네모리,0,0,0,NNP,인명,F,가네모리,*,*,*,*,*
가네브,0,0,0,NNP,인명,F,가네브,*,*,*,*,*
가네사쿠,0,0,0,NNP,인명,F,가네사쿠,*,*,*,*,*
가네쉬,0,0,0,NNP,인명,F,가네쉬,*,*,*,*,*
가네이,0,0,0,NNP,인명,F,가네이,*,*,*,*,*
가노,0,0,0,NNP,인명,F,가노,*,*,*,*,*
가노운,0,0,0,NNP,인명,T,가노운,*,*,*,*,*
가농,0,0,0,NNP,인명,T,가농,*,*,*,*,*
가뇰,0,0,0,NNP,인명,T,가뇰,*,*,*,*,*
가니스,0,0,0,NNP,인명,F,가니스,*,*,*,*,*
가니아,0,0,0,NNP,인명,F,가니아,*,*,*,*,*
가니카,0,0,0,NNP,인명,F,가니카,*,*,*,*,*
가닉,0,0,0,NNP,인명,T,가닉,*,*,*,*,*
가데니아,0,0,0,NNP,인명,F,가데니아,*,*,*,*,*
가데부아,0,0,0,NNP,인명,F,가데부아,*,*,*,*,*
가데스,0,0,0,NNP,인명,F,가데스,*,*,*,*,*
가덴버그,0,0,0,NNP,인명,F,가덴버그,*,*,*,*,*
가델라,0,0,0,NNP,인명,F,가델라,*,*,*,*,*
가델라노델,0,0,0,NNP,인명,T,가델라노델,*,*,*,*,*
가도리,0,0,0,NNP,인명,F,가도리,*,*,*,*,*
가도이,0,0,0,NNP,인명,F,가도이,*,*,*,*,*
가도트,0,0,0,NNP,인명,F,가도트,*,*,*,*,*
가돌라,0,0,0,NNP,인명,F,가돌라,*,*,*,*,*
가드레우트,0,0,0,NNP,인명,F,가드레우트,*,*,*,*,*
가드버,0,0,0,NNP,인명,F,가드버,*,*,*,*,*
가득히,0,0,0,NNP,인명,F,가득히,*,*,*,*,*
가디노,0,0,0,NNP,인명,F,가디노,*,*,*,*,*
가디언,0,0,0,NNP,인명,T,가디언,*,*,*,*,*
가디엇,0,0,0,NNP,인명,T,가디엇,*,*,*,*,*
가라니,0,0,0,NNP,인명,F,가라니,*,*,*,*,*
가라스,0,0,0,NNP,인명,F,가라스,*,*,*,*,*
가라토,0,0,0,NNP,인명,F,가라토,*,*,*,*,*
가란트,0,0,0,NNP,인명,F,가란트,*,*,*,*,*
가랑스,0,0,0,NNP,인명,F,가랑스,*,*,*,*,*
가랑차,0,0,0,NNP,인명,F,가랑차,*,*,*,*,*
가레쓰,0,0,0,NNP,인명,F,가레쓰,*,*,*,*,*
가레아,0,0,0,NNP,인명,F,가레아,*,*,*,*,*
가레이스,0,0,0,NNP,인명,F,가레이스,*,*,*,*,*
